x3,y3,x4,y4,x5,y5,x6,y6,Digit
9,52,81,54,100,75,86,64,4
0,55,29,38,71,55,71,42,4
0,56,26,40,100,44,72,56,4
7,44,62,28,100,45,86,55,4
0,61,0,31,55,24,90,45,4
0,35,46,35,100,34,74,67,4
0,55,65,40,100,58,80,89,4
0,49,10,24,71,26,100,51,4
0,46,2,22,81,29,100,35,4
0,54,35,39,84,46,100,52,4
0,58,14,35,62,33,79,44,4
78,72,100,92,74,93,56,62,4
0,61,0,37,69,35,100,57,4
0,62,4,42,59,34,88,39,4
0,39,37,18,94,22,100,50,4
15,43,87,47,100,65,74,67,4
0,60,17,33,60,41,100,57,4
0,47,30,16,74,33,100,68,4
11,48,69,38,100,50,75,94,4
0,73,11,51,71,50,100,44,4
11,44,98,39,100,56,68,68,4
0,61,35,54,72,54,100,53,4
28,53,94,56,100,76,93,66,4
0,66,8,41,57,40,100,50,4
0,59,28,40,92,46,96,48,4
0,48,4,19,75,22,87,49,4
0,60,27,42,82,42,80,41,4
0,59,11,35,100,40,97,54,4
0,55,52,43,100,57,98,59,4
7,47,72,48,100,62,83,58,4
0,47,79,50,100,63,73,62,4
0,39,19,20,78,21,100,43,4
33,46,95,59,100,100,83,83,4
0,50,55,41,100,57,85,49,4
20,45,82,47,100,64,84,68,4
8,50,62,47,100,62,82,57,4
5,54,41,32,93,39,100,48,4
0,59,30,40,86,49,100,47,4
0,47,26,29,88,35,100,58,4
6,66,0,38,69,34,95,56,4
43,57,100,70,99,87,97,76,4
0,70,15,42,81,51,100,61,4
6,47,70,47,100,71,94,73,4
9,55,0,21,63,19,97,42,4
6,36,77,37,100,63,73,95,4
0,43,60,46,100,62,94,69,4
0,59,50,48,98,63,100,63,4
0,40,60,39,100,58,85,61,4
0,76,0,53,64,54,100,53,4
0,46,57,37,100,50,85,66,4
0,63,28,44,88,52,100,53,4
0,41,17,17,83,18,100,43,4
17,65,0,33,61,39,100,55,4
0,51,46,36,100,47,96,49,4
0,60,8,37,92,33,81,44,4
3,30,63,47,100,77,91,75,4
10,43,53,34,93,43,100,55,4
9,46,72,47,100,61,82,69,4
7,58,0,44,83,34,86,68,4
5,59,0,38,27,20,100,34,4
0,49,65,43,100,66,86,59,4
0,43,29,26,88,28,100,45,4
0,45,25,26,81,25,95,50,4
4,42,72,43,100,63,87,69,4
0,44,32,24,89,29,100,55,4
0,55,64,63,100,83,81,55,4
0,63,41,40,100,41,95,74,4
0,45,61,41,98,62,100,74,4
0,52,37,42,100,46,97,63,4
0,76,2,52,52,33,95,47,4
0,53,4,38,88,50,100,72,4
0,54,20,43,85,42,100,72,4
7,42,91,49,100,64,70,67,4
0,47,54,38,100,49,92,66,4
0,54,70,51,100,73,82,51,4
0,47,65,41,100,58,83,61,4
0,45,34,36,100,33,97,62,4
0,41,35,25,100,28,98,49,4
0,54,42,37,83,52,79,49,4
0,33,50,32,100,36,82,63,4
0,35,22,16,100,18,88,37,4
19,55,73,48,100,68,63,57,4
0,43,38,41,100,38,97,68,4
28,44,83,47,100,79,71,61,4
0,51,49,44,100,61,64,86,4
0,40,0,25,67,30,100,39,4
0,40,60,29,94,60,100,70,4
0,48,43,33,100,39,58,66,4
0,45,57,28,100,38,58,62,4
11,41,94,35,100,51,52,71,4
0,36,49,25,100,36,99,65,4
8,35,55,34,100,40,95,79,4
19,52,82,49,100,77,80,66,4
0,55,28,39,73,53,100,61,4
14,49,0,20,56,19,90,39,4
8,30,82,39,100,70,79,90,4
0,40,72,44,100,57,70,64,4
0,63,0,44,33,30,83,34,4
9,50,77,49,100,72,77,53,4
11,45,79,46,100,73,86,70,4
16,63,77,67,100,66,76,45,4
0,57,68,43,100,61,73,78,4
0,52,36,32,100,38,55,52,4
0,62,57,45,100,60,68,77,4
40,54,100,59,84,91,57,64,4
0,62,25,44,100,44,91,65,4
0,42,49,31,100,36,82,62,4
0,47,36,42,100,49,96,75,4
0,64,3,37,88,43,100,68,4
0,29,40,17,100,17,97,39,4
25,53,96,46,100,74,71,66,4
0,29,40,20,100,17,99,36,4
16,49,75,47,100,63,94,59,4
0,41,16,22,78,25,98,50,4
0,52,60,51,100,78,90,56,4
0,41,70,34,100,64,89,67,4
0,53,75,44,100,63,72,51,4
0,37,48,32,100,32,84,68,4
0,65,3,45,46,39,83,39,4
7,70,0,49,83,48,100,65,4
0,44,54,34,100,41,59,57,4
0,51,28,26,80,33,100,65,4
0,53,11,32,74,40,100,56,4
0,52,17,36,98,35,100,65,4
0,44,75,44,100,63,97,61,4
4,54,0,29,70,27,100,49,4
0,37,66,36,100,50,66,68,4
37,38,100,43,88,80,66,85,4
8,45,85,44,100,82,66,100,4
16,57,75,52,100,79,68,63,4
0,59,27,41,72,41,100,43,4
0,41,24,29,100,30,88,67,4
0,48,53,38,100,55,94,57,4
0,48,25,28,96,34,100,64,4
0,42,44,31,100,44,93,66,4
16,51,77,49,100,80,70,62,4
0,53,4,28,77,36,90,51,4
0,61,49,58,100,76,63,55,4
0,50,60,47,96,46,100,73,4
0,52,18,31,58,29,98,34,4
0,48,49,34,100,47,99,53,4
0,69,54,58,100,75,66,52,4
11,48,81,49,100,81,80,66,4
0,35,43,30,91,29,100,41,4
0,43,56,37,100,43,78,70,4
0,49,58,47,100,57,100,56,4
0,46,100,47,94,81,64,86,4
0,41,27,26,86,27,100,51,4
0,57,86,62,100,77,48,81,4
0,40,44,18,87,30,100,58,4
0,46,18,30,77,30,100,53,4
0,47,54,38,100,48,91,58,4
1,45,68,36,100,58,88,54,4
0,73,4,46,51,42,100,48,4
0,36,50,37,100,36,81,58,4
0,52,50,32,100,35,96,64,4
0,38,100,42,94,61,68,78,4
0,27,80,28,100,52,73,90,4
0,52,13,33,60,34,100,39,4
21,49,73,39,100,60,70,64,4
0,43,53,42,100,43,68,70,4
0,53,67,41,100,57,82,74,4
57,65,100,78,63,85,41,57,4
0,31,20,24,93,22,100,45,4
0,44,63,37,100,37,89,63,4
6,57,65,67,100,86,64,66,4
0,51,19,22,72,21,100,47,4
0,52,36,38,95,42,100,60,4
0,46,39,35,93,35,100,53,4
0,47,56,35,100,50,80,56,4
0,60,28,51,100,61,98,54,4
8,67,0,44,40,32,100,41,4
6,59,0,35,45,21,100,35,4
0,63,36,46,93,47,100,59,4
0,42,54,51,100,58,64,70,4
0,53,58,46,100,52,88,64,4
0,46,70,41,100,64,86,62,4
0,62,33,40,91,48,100,54,4
0,36,51,30,100,34,90,62,4
22,55,100,63,62,99,62,81,4
0,47,55,42,100,64,80,60,4
0,58,2,34,61,37,100,60,4
1,48,55,38,100,58,81,55,4
0,40,49,38,100,40,75,65,4
0,39,68,25,100,48,96,65,4
0,41,60,38,100,49,85,63,4
20,21,86,14,100,40,75,86,4
0,50,54,38,100,52,97,68,4
0,59,22,40,81,47,100,44,4
0,57,11,29,66,40,100,58,4
0,63,14,41,81,37,91,45,4
0,44,75,46,100,78,81,75,4
0,54,61,46,100,47,83,87,4
0,57,39,42,100,55,98,45,4
29,74,2,47,0,22,64,33,4
16,56,95,55,100,86,70,64,4
0,46,48,31,100,46,89,52,4
0,42,2,42,62,36,100,59,4
0,52,26,34,82,41,100,47,4
0,41,54,38,100,44,73,73,4
0,53,19,35,79,41,100,48,4
23,30,86,30,100,61,70,100,4
0,40,91,40,100,64,88,72,4
18,51,0,23,60,24,94,41,4
0,48,3,42,58,38,100,53,4
0,57,51,61,100,75,80,62,4
0,51,43,29,95,40,100,53,4
0,45,46,34,100,35,93,60,4
38,68,0,37,60,32,100,51,4
0,53,20,33,61,32,100,37,4
0,47,68,54,100,75,85,53,4
0,49,61,40,100,64,92,61,4
0,24,69,24,100,48,73,98,4
13,52,66,45,100,66,55,50,4
0,51,37,50,95,51,100,62,4
0,49,81,55,100,79,88,66,4
34,64,100,77,71,82,49,54,4
0,60,24,42,68,44,100,49,4
0,47,20,25,84,33,100,55,4
0,47,76,48,100,77,78,64,4
18,49,0,19,53,20,92,34,4
0,58,19,39,61,38,100,42,4
0,50,57,37,100,54,81,58,4
12,68,0,42,48,39,100,52,4
0,20,50,30,100,31,89,59,4
0,31,89,31,100,59,77,85,4
5,58,0,37,80,39,100,42,4
0,35,93,33,100,67,74,77,4
3,31,0,21,62,16,100,35,4
15,59,92,53,100,84,69,57,4
0,61,0,40,49,38,100,42,4
0,67,23,45,96,48,100,76,4
26,62,0,36,59,31,100,54,4
0,54,57,42,100,57,74,55,4
0,60,6,36,58,35,100,50,4
0,52,24,38,83,35,100,64,4
5,57,92,61,100,70,85,82,4
0,53,11,32,77,36,100,53,4
10,60,0,35,27,20,69,22,4
16,52,84,58,100,74,61,83,4
10,49,0,22,54,12,100,32,4
0,43,48,40,93,52,100,59,4
0,47,19,42,69,37,100,54,4
0,36,52,36,100,40,84,69,4
0,57,32,42,82,43,100,50,4
0,33,46,28,100,33,99,65,4
0,57,74,66,100,79,70,85,4
0,39,50,34,100,42,85,64,4
7,43,100,52,50,76,16,91,4
5,51,0,28,66,27,100,49,4
0,41,46,42,100,46,71,67,4
26,72,0,43,28,18,100,30,4
0,49,19,40,89,38,100,65,4
0,40,56,35,100,45,72,65,4
0,71,16,53,100,60,100,65,4
0,29,55,33,100,44,77,86,4
0,47,42,28,86,43,100,62,4
5,37,90,36,100,75,84,100,4
0,51,72,52,100,75,77,66,4
0,47,83,43,100,77,84,64,4
1,50,0,25,61,30,100,48,4
0,74,52,60,100,81,74,60,4
0,52,29,33,100,37,90,59,4
0,46,45,27,100,42,83,53,4
6,59,0,33,53,32,100,47,4
0,45,76,50,100,73,59,97,4
0,45,29,18,74,27,100,61,4
0,40,51,38,100,44,77,73,4
0,41,30,35,100,34,95,65,4
0,42,57,28,98,53,100,65,4
10,47,0,43,54,36,100,48,4
0,52,85,53,100,73,65,85,4
0,59,11,40,85,43,100,44,4
0,45,7,41,61,41,100,56,4
0,38,33,30,100,34,95,66,4
0,34,46,33,100,38,81,51,4
14,56,0,31,51,21,100,33,4
0,54,2,43,60,34,100,57,4
14,50,0,23,47,14,89,30,4
0,48,27,26,100,28,84,55,4
0,59,17,39,93,49,100,47,4
0,39,46,48,99,58,100,62,4
0,58,55,44,100,66,89,63,4
0,34,36,40,100,44,81,73,4
14,55,0,28,55,24,100,45,4
0,52,13,39,80,44,100,63,4
70,63,100,77,79,74,55,48,4
19,55,0,32,54,24,100,44,4
0,29,58,24,100,35,86,88,4
0,41,36,35,100,40,96,56,4
0,49,65,48,100,56,88,62,4
0,31,28,22,94,30,100,68,4
0,49,70,50,100,67,68,90,4
0,36,88,40,100,63,72,78,4
0,56,38,38,100,48,94,53,4
0,51,68,52,100,72,74,56,4
0,37,30,32,91,37,100,54,4
0,52,59,42,100,64,79,62,4
16,73,0,47,65,40,100,59,4
22,53,95,56,100,72,48,94,4
0,37,33,39,100,42,78,68,4
0,57,41,40,100,53,98,67,4
0,60,5,37,66,38,100,50,4
0,31,5,34,69,40,100,63,4
0,44,72,50,100,62,63,100,4
15,51,0,47,54,38,100,49,4
0,52,44,50,100,66,86,46,4
0,51,45,29,99,43,100,63,4
0,62,6,42,70,49,100,51,4
39,55,89,62,100,84,63,57,4
0,29,35,35,100,34,98,65,4
12,38,0,25,52,29,100,41,4
11,56,0,32,51,19,92,36,4
0,41,25,31,90,36,100,45,4
0,72,29,56,100,70,73,66,4
0,63,19,42,88,45,100,52,4
13,63,0,40,40,28,88,31,4
7,61,0,37,49,30,100,42,4
0,56,66,48,100,62,75,84,4
0,42,25,41,100,45,90,64,4
0,38,56,43,100,57,88,78,4
0,52,43,54,92,61,100,71,4
0,50,55,49,100,72,77,56,4
8,49,0,38,52,34,100,41,4
0,49,53,53,100,62,73,84,4
0,44,62,44,100,51,70,78,4
0,39,45,30,100,37,92,65,4
6,52,100,50,93,82,68,72,4
0,50,81,48,100,70,67,74,4
0,54,44,33,96,58,100,66,4
0,59,9,29,84,33,100,64,4
0,36,34,39,100,39,93,73,4
0,32,18,31,95,29,100,58,4
0,73,14,54,83,55,100,43,4
0,34,15,35,93,36,100,71,4
0,51,68,43,100,68,76,53,4
26,52,0,28,46,11,97,29,4
26,71,0,43,28,23,94,38,4
0,47,69,52,100,66,72,91,4
0,62,23,43,100,43,99,66,4
19,61,0,34,51,36,100,51,4
11,61,0,39,78,35,100,41,4
2,45,0,39,59,35,100,49,4
0,44,74,48,100,66,76,92,4
0,42,82,41,100,61,78,95,4
0,54,63,52,100,64,90,98,4
0,57,30,37,100,51,86,46,4
0,45,74,46,100,66,89,90,4
0,53,38,32,99,49,100,53,4
16,59,0,31,50,28,100,45,4
45,49,0,22,38,34,94,36,4
0,62,44,50,100,54,82,77,4
0,42,69,38,100,59,74,87,4
0,56,51,58,100,69,97,61,4
0,45,70,46,100,65,83,91,4
8,59,56,45,100,69,82,56,4
11,52,0,41,52,38,99,43,4
0,47,57,39,100,55,93,100,4
36,78,34,54,79,47,64,13,5
42,79,49,56,91,51,82,16,5
26,85,36,63,76,58,75,24,5
22,83,18,50,53,47,68,22,5
20,73,13,44,70,47,89,19,5
26,81,40,67,78,55,74,25,5
30,88,24,55,54,59,61,27,5
26,100,0,88,16,54,69,40,5
12,88,6,48,37,47,78,25,5
34,98,19,61,53,61,61,20,5
9,100,0,60,43,52,72,24,5
20,78,22,43,76,47,90,13,5
29,81,55,55,87,32,81,4,5
18,89,5,53,42,50,77,32,5
12,80,9,42,51,53,80,28,5
35,76,39,56,75,52,73,21,5
31,88,22,57,61,52,83,28,5
22,100,0,83,38,66,80,42,5
46,94,46,67,83,42,99,11,5
22,79,27,51,74,47,87,19,5
18,79,16,45,61,52,78,22,5
21,85,21,62,58,56,64,23,5
26,98,27,55,70,53,73,15,5
15,100,8,60,71,53,99,19,5
29,100,0,82,33,70,73,45,5
25,89,17,53,72,45,99,19,5
11,82,10,51,54,52,76,29,5
26,87,21,51,63,45,75,12,5
42,81,63,51,97,29,85,4,5
26,94,43,70,87,55,76,19,5
11,100,3,64,58,56,91,23,5
41,91,47,63,70,38,77,9,5
21,84,14,52,62,44,81,14,5
0,88,8,60,60,52,86,22,5
38,74,28,38,68,43,76,15,5
21,79,18,44,68,51,86,21,5
19,86,8,54,42,54,67,28,5
27,88,6,58,34,51,68,37,5
17,85,15,50,55,47,85,22,5
24,100,7,64,41,57,65,25,5
20,93,23,53,67,54,80,20,5
11,78,37,56,86,43,81,0,5
19,71,42,63,92,56,91,26,5
11,81,9,51,57,55,73,22,5
36,84,34,48,83,48,91,17,5
67,37,47,0,14,13,17,54,5
51,30,48,0,18,23,20,66,5
80,54,80,7,24,0,2,50,5
52,22,8,0,4,39,4,81,5
26,53,63,26,12,0,12,52,5
51,31,43,0,15,22,9,63,5
35,59,53,12,14,0,11,64,5
56,5,27,0,6,35,18,64,5
74,39,65,0,8,6,4,50,5
54,28,43,0,27,36,13,72,5
47,100,19,68,45,55,100,33,5
59,31,36,0,11,28,4,68,5
72,47,53,0,13,12,0,68,5
36,33,14,0,3,37,5,81,5
54,12,9,0,0,41,5,78,5
45,34,24,0,7,28,1,69,5
46,2,12,0,0,41,18,73,5
44,34,15,0,6,43,0,86,5
100,44,100,0,29,5,0,50,5
39,52,60,6,23,0,15,64,5
88,39,66,0,15,14,0,55,5
58,98,0,77,36,58,100,44,5
44,0,17,1,0,42,9,80,5
47,54,55,0,10,2,0,80,5
100,100,35,88,0,56,62,41,5
81,44,66,0,0,9,0,55,5
31,0,4,13,0,65,22,96,5
38,29,8,0,2,34,13,78,5
82,40,56,0,15,19,0,67,5
51,37,39,0,9,15,5,62,5
94,47,66,0,9,3,0,56,5
65,39,31,0,0,25,4,77,5
8,96,0,54,57,50,100,21,5
48,7,8,0,0,40,8,81,5
68,41,46,0,11,25,0,71,5
100,30,73,0,12,22,0,61,5
61,47,54,0,20,21,0,68,5
76,97,12,80,64,70,100,44,5
40,0,8,0,0,43,24,72,5
65,67,66,8,11,0,0,61,5
76,45,60,0,3,12,0,63,5
43,26,22,0,0,27,18,67,5
68,34,34,0,4,26,0,69,5
20,0,2,24,0,66,30,88,5
47,32,36,0,11,24,3,62,5
47,21,7,0,0,38,5,75,5
78,40,50,0,1,17,0,64,5
66,32,29,0,5,29,0,71,5
56,31,22,0,4,24,0,63,5
57,4,12,0,0,38,12,73,5
41,0,15,2,0,42,27,66,5
62,38,50,0,0,15,2,59,5
64,45,71,0,26,8,6,59,5
72,38,56,0,4,17,0,61,5
60,37,42,0,12,16,14,59,5
73,46,65,0,0,8,3,57,5
51,57,32,0,2,22,4,85,5
59,39,44,0,0,16,7,61,5
54,29,30,0,10,35,0,79,5
51,24,15,0,0,45,18,92,5
43,36,36,0,10,27,0,72,5
51,47,36,0,0,14,6,71,5
58,63,77,21,27,0,14,55,5
36,17,4,0,0,51,4,98,5
91,55,94,11,26,0,8,46,5
66,61,77,7,41,0,23,55,5
57,42,43,0,16,15,11,62,5
39,37,19,0,1,45,6,89,5
41,6,1,0,0,44,18,90,5
57,49,42,0,10,13,0,66,5
92,46,68,0,10,14,0,63,5
50,35,23,0,5,35,0,81,5
57,35,27,0,0,29,2,86,5
56,30,17,0,0,36,5,79,5
53,50,47,0,17,11,13,70,5
48,94,0,72,55,58,100,33,5
65,58,69,11,11,0,10,60,5
60,36,30,0,0,20,0,73,5
61,47,42,0,3,17,0,80,5
64,43,52,0,0,14,4,61,5
37,10,0,0,7,36,18,70,5
59,40,29,0,5,33,0,90,5
94,42,65,0,16,25,0,74,5
40,58,81,28,5,0,0,46,5
40,25,2,0,0,30,20,70,5
57,39,29,0,0,27,0,75,5
43,23,21,0,4,37,0,74,5
50,24,25,0,4,37,0,73,5
73,41,40,0,3,21,0,77,5
75,73,100,28,27,0,3,46,5
57,31,28,0,7,35,0,73,5
16,92,0,55,46,50,100,28,5
88,50,88,5,24,0,0,51,5
77,36,57,0,9,19,0,59,5
36,0,15,7,0,52,8,88,5
57,25,23,0,6,39,0,81,5
94,51,87,3,27,0,0,53,5
66,35,47,0,0,21,11,66,5
51,27,17,0,6,40,0,82,5
37,52,44,3,0,0,12,64,5
88,58,88,18,15,0,8,42,5
64,49,52,0,10,16,0,72,5
61,47,39,0,0,13,11,66,5
77,55,62,5,0,0,6,52,5
82,32,82,0,37,28,0,58,5
62,22,31,0,8,40,0,79,5
40,59,53,2,19,0,20,66,5
42,35,7,0,3,36,7,86,5
39,47,43,4,6,0,16,56,5
42,11,0,0,1,37,13,71,5
54,24,32,0,13,42,0,86,5
80,38,67,0,0,13,4,57,5
25,50,64,20,17,0,21,54,5
64,35,33,0,12,42,0,93,5
66,44,41,0,8,24,0,82,5
51,32,16,0,0,33,8,84,5
57,32,23,0,3,25,0,65,5
72,52,54,0,8,2,0,58,5
54,45,20,0,24,55,38,95,5
65,40,46,0,0,11,8,57,5
43,39,45,0,13,17,21,62,5
47,17,5,0,0,35,10,72,5
74,23,28,0,12,35,0,71,5
75,55,57,3,0,0,13,55,5
62,29,37,0,6,20,0,62,5
64,21,20,0,1,25,0,64,5
66,38,45,0,15,33,0,77,5
59,35,22,0,0,23,8,71,5
60,34,53,0,20,32,0,73,5
93,36,64,0,11,10,0,55,5
61,48,76,14,7,0,4,44,5
58,28,18,0,0,32,13,85,5
64,52,72,11,8,0,7,41,5
62,46,54,0,3,1,6,52,5
70,43,59,0,0,10,6,56,5
61,0,25,10,0,45,13,74,5
57,41,20,0,0,24,18,85,5
55,44,62,5,19,0,24,50,5
41,32,16,0,0,24,12,75,5
56,67,64,19,0,0,0,55,5
60,58,65,18,1,0,0,50,5
38,11,0,0,2,47,9,93,5
64,11,15,0,0,33,2,75,5
59,55,52,8,0,0,8,53,5
51,97,0,74,16,54,86,42,5
83,94,22,76,50,64,100,41,5
54,45,28,0,6,20,0,70,5
100,99,51,87,8,70,32,45,5
76,75,67,28,1,0,0,46,5
63,34,39,0,7,29,0,68,5
66,39,30,0,0,19,3,72,5
73,40,51,0,0,13,12,58,5
61,42,50,0,0,20,17,60,5
43,100,8,70,56,61,100,39,5
64,48,65,6,0,0,1,47,5
43,2,3,0,0,42,13,76,5
43,36,43,0,21,17,28,64,5
100,100,43,85,27,51,81,32,5
44,40,30,0,0,9,16,60,5
68,41,52,0,0,16,15,63,5
100,98,37,86,46,54,99,32,5
53,28,46,0,13,29,0,68,5
81,100,32,78,52,57,100,31,5
74,38,46,0,0,17,0,65,5
60,26,24,0,8,35,0,76,5
66,33,59,0,19,27,0,67,5
57,54,62,19,2,0,2,52,5
29,91,6,52,51,46,100,24,5
23,39,63,14,13,0,24,52,5
60,39,83,0,41,4,27,57,5
70,14,32,0,14,38,0,71,5
41,36,5,0,0,35,7,81,5
51,6,7,0,0,42,13,84,5
75,30,36,0,0,25,7,69,5
38,7,0,0,5,42,25,73,5
59,42,43,0,1,3,0,63,5
66,95,10,77,56,63,100,44,5
55,95,0,71,7,45,73,33,5
60,34,33,0,0,26,17,69,5
56,47,59,0,17,4,12,64,5
56,21,17,0,0,36,12,82,5
61,58,74,14,24,0,20,50,5
42,29,18,0,0,24,17,78,5
65,29,45,0,19,35,0,75,5
28,40,55,12,1,0,10,46,5
61,58,91,25,37,0,29,53,5
73,52,61,7,0,0,6,51,5
100,98,52,92,37,51,79,35,5
61,65,67,24,0,0,3,45,5
89,37,65,0,0,14,12,54,5
55,56,50,13,0,0,6,56,5
71,54,76,11,16,0,10,48,5
100,99,28,82,0,53,65,39,5
63,34,34,0,0,15,14,58,5
44,93,0,73,27,60,85,46,5
74,99,28,77,60,56,100,35,5
100,97,27,87,28,66,96,48,5
80,36,52,0,0,22,29,63,5
100,100,44,94,1,65,46,44,5
77,32,40,0,13,30,0,72,5
100,98,50,88,32,59,76,37,5
57,38,31,0,0,16,11,71,5
43,98,8,72,65,55,100,26,5
83,93,25,76,39,53,97,45,5
100,96,52,87,32,57,74,38,5
41,6,0,0,4,45,17,90,5
48,38,17,0,0,26,2,72,5
60,95,15,72,72,63,100,35,5
58,46,56,2,0,0,12,47,5
52,35,26,0,0,18,17,65,5
42,44,25,0,0,8,8,61,5
55,14,11,0,0,30,10,71,5
29,100,10,58,60,53,100,23,5
85,93,24,83,41,48,95,31,5
44,35,7,0,0,23,9,72,5
74,39,48,0,0,8,7,55,5
66,52,66,19,0,0,6,51,5
48,53,68,18,22,0,24,50,5
35,19,12,0,0,31,16,72,5
99,98,36,92,50,69,93,39,5
65,29,24,0,6,37,0,80,5
66,44,70,1,10,0,15,52,5
63,48,57,9,0,0,19,47,5
43,28,0,0,7,45,15,93,5
100,99,45,86,64,72,91,43,5
79,26,39,0,0,27,8,77,5
88,100,40,77,72,61,100,33,5
81,93,39,71,70,46,100,23,5
100,98,45,85,79,65,99,33,5
59,42,66,0,0,7,0,46,5
46,41,9,0,0,34,1,86,5
62,94,7,79,42,64,90,39,5
43,99,6,69,42,50,89,26,5
43,46,26,2,0,0,9,53,5
50,37,31,0,0,34,1,86,5
100,100,59,90,28,69,54,42,5
99,99,45,86,40,57,89,39,5
41,43,61,12,6,0,24,47,5
58,30,13,0,0,30,3,80,5
62,62,84,24,8,0,6,44,5
46,94,5,63,42,48,100,32,5
65,58,62,14,0,0,4,54,5
51,28,13,0,0,26,11,70,5
89,96,39,78,51,43,100,33,5
48,42,21,0,0,18,5,72,5
56,33,33,0,0,20,13,71,5
38,34,17,0,0,26,3,79,5
80,98,32,76,58,60,86,28,5
61,57,64,12,19,0,15,47,5
52,38,20,0,5,35,0,83,5
77,97,37,70,60,53,100,20,5
73,74,62,25,0,0,7,49,5
53,36,30,0,0,25,10,73,5
77,98,29,77,60,59,95,32,5
54,39,39,0,0,7,13,61,5
57,49,62,7,15,0,17,50,5
85,97,19,90,55,66,90,37,5
91,93,35,79,33,55,73,29,5
82,45,63,8,0,0,13,44,5
60,35,35,0,0,15,26,56,5
48,65,73,32,12,0,5,45,5
39,19,0,0,8,31,19,66,5
75,69,89,29,19,0,15,43,5
100,98,48,88,7,62,48,48,5
61,42,46,0,0,3,15,50,5
35,51,52,11,0,0,20,44,5
64,97,17,76,22,53,70,33,5
38,15,0,0,18,32,36,65,5
78,30,37,0,1,25,0,72,5
62,40,28,0,0,9,4,63,5
65,27,21,0,9,40,0,91,5
100,96,55,84,60,57,83,25,5
95,32,47,0,4,11,0,58,5
48,22,7,0,0,30,9,72,5
72,36,35,0,0,20,4,69,5
79,38,65,0,0,5,20,45,5
52,40,19,0,0,26,4,77,5
48,91,6,66,42,50,87,28,5
70,91,26,77,26,55,64,43,5
63,36,41,0,0,18,16,66,5
48,36,11,0,0,19,8,67,5
100,98,54,92,28,61,58,36,5
60,92,32,60,79,57,86,22,5
86,100,28,86,58,64,98,32,5
52,12,6,0,0,25,18,62,5
59,35,24,0,6,30,0,75,5
60,90,28,65,42,52,72,35,5
99,98,49,86,23,60,63,34,5
51,52,50,3,0,0,12,43,5
87,34,48,0,14,26,0,72,5
100,95,63,89,33,66,52,33,5
66,51,47,2,0,0,18,48,5
60,97,26,71,75,59,88,29,5
64,94,27,69,53,52,84,32,5
88,92,40,78,24,43,68,31,5
48,40,19,0,0,18,6,73,5
82,94,38,74,90,65,94,36,5
77,26,38,0,0,13,20,56,5
73,100,34,78,44,56,77,36,5
55,24,8,0,0,33,10,80,5
54,91,28,55,54,53,76,30,5
64,92,18,73,48,62,81,38,5
27,97,24,66,78,48,95,11,5
69,26,29,0,6,28,0,72,5
42,33,2,0,0,30,13,76,5
81,95,40,85,30,60,57,32,5
87,94,52,72,59,43,85,27,5
62,29,34,0,0,19,8,64,5
37,44,18,0,0,18,4,74,5
58,46,50,2,0,0,21,49,5
50,59,56,7,0,0,4,45,5
64,42,53,0,0,1,22,44,5
85,98,47,80,70,54,82,18,5
47,87,7,64,25,53,74,43,5
61,60,57,21,0,0,9,50,5
52,33,24,0,0,16,15,59,5
81,96,50,81,47,50,54,19,5
90,89,53,77,29,52,58,30,5
71,33,46,0,0,23,6,71,5
28,39,45,3,0,0,8,66,5
26,73,44,60,97,50,100,17,5
15,77,32,53,91,52,100,22,5
21,86,6,53,69,56,100,31,5
64,97,59,68,80,38,72,8,5
15,79,23,36,72,53,100,21,5
26,73,53,51,100,46,86,12,5
12,77,29,53,80,45,100,11,5
6,75,16,48,80,41,100,7,5
0,100,5,67,58,53,100,27,5
0,100,0,66,69,59,100,27,5
49,74,17,47,0,16,37,0,6
24,68,0,32,27,0,99,8,6
31,55,17,24,43,0,80,19,6
28,53,0,27,4,0,60,1,6
49,76,18,48,0,15,38,0,6
29,73,10,41,6,6,46,0,6
25,54,11,25,38,0,99,8,6
26,54,2,28,1,0,58,0,6
38,70,14,44,0,14,36,0,6
20,52,6,20,45,0,99,12,6
30,64,1,27,32,0,82,19,6
37,55,13,29,11,0,51,2,6
37,77,20,50,11,21,22,0,6
16,67,0,30,26,0,80,8,6
36,57,23,26,42,0,81,10,6
25,52,0,24,16,0,79,8,6
17,66,0,35,16,5,66,0,6
25,69,0,35,14,0,77,0,6
7,60,0,24,46,0,99,24,6
25,53,12,26,30,0,88,7,6
43,57,20,28,31,0,77,6,6
18,58,0,28,17,0,78,1,6
21,57,0,27,23,0,75,7,6
30,66,7,41,0,12,36,0,6
39,55,0,28,8,0,75,4,6
49,74,16,43,6,6,52,0,6
26,45,0,15,33,0,97,18,6
38,70,15,45,0,18,26,0,6
33,64,10,39,0,11,35,0,6
0,57,1,18,67,10,96,39,6
32,55,13,22,43,0,81,17,6
16,64,0,28,36,0,98,12,6
39,56,17,32,8,5,49,0,6
30,71,8,39,6,6,57,0,6
15,54,0,25,26,0,86,7,6
18,61,0,27,29,0,83,11,6
20,61,0,28,19,0,66,14,6
32,60,15,30,26,0,89,7,6
31,56,17,27,35,0,83,0,6
23,59,0,30,9,0,58,5,6
33,51,26,18,63,0,93,25,6
21,70,0,34,21,0,71,1,6
18,57,0,29,14,0,69,1,6
